# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 22 10:17:24 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,k2_name,tic_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag
K2-278 b,K2-278,K2-278 b,TIC 422334505,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.33253000,0.00024000,-0.00024000,0,,,,,3.630,0.340,-0.700,0,0.324,0.030,-0.060,0,,,,,,,,,,2457219.852900,0.003200,-0.003200,0,0
K2-279 b,K2-279,K2-279 b,TIC 709015,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.12471000,0.00058000,-0.00056000,0,,,,,1.244,0.099,-0.243,0,0.111,0.009,-0.022,0,,,,,,,,,,2457222.124400,0.002900,-0.002900,0,0
K2-279 b,K2-279,K2-279 b,TIC 709015,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,7.12229700,0.00178200,-0.00168000,0,,,,,1.000,0.100,-0.100,0,0.090,0.010,-0.010,0,,,,,,,,,,2457222.133970,0.008762,-0.008654,0,0
K2-279 b,K2-279,K2-279 b,TIC 709015,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.12500000,,,0,,,,,,,,,,,,,,,,,,,,,,2457222.120000,,,0,0
K2-279 b,K2-279,K2-279 b,TIC 709015,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.12260500,0.00164700,-0.00160100,0,0.067000,0.000800,-0.000900,0,1.210,0.140,-0.140,0,0.108,0.012,-0.012,0,,,,,,,,,,2457222.132780,0.007820,-0.008330,0,0
K2-28 b,K2-28,K2-28 b,TIC 39926974,0,CONFIRMED,Hirano et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=STEFANSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..266S/abstract target=ref>Stefansson et al. 2018</a>,2.26044550,0.00000090,-0.00000090,0,0.019200,0.003400,-0.002800,0,2.560,0.270,-0.260,0,0.228,0.024,-0.023,0,,,,,,,,,,2457931.897790,0.000320,-0.000310,0,0
K2-28 b,K2-28,K2-28 b,TIC 39926974,1,CONFIRMED,Hirano et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...41H/abstract target=ref>Hirano et al. 2016</a>,2.26045500,0.00004100,-0.00004100,0,0.021400,0.001300,-0.001300,0,2.320,0.240,-0.240,0,0.207,0.021,-0.021,0,,,,,,,,,,2456977.990120,0.000750,-0.000740,0,0
K2-28 b,K2-28,K2-28 b,TIC 39926974,0,CONFIRMED,Hirano et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.26040400,0.00001600,-0.00001700,0,,,,,1.520,0.340,-0.730,0,0.136,0.030,-0.065,0,,,,,,,,,,2456977.990550,0.000280,-0.000270,0,0
K2-28 b,K2-28,K2-28 b,TIC 39926974,0,CONFIRMED,Hirano et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.26043500,0.00002700,-0.00002800,0,0.020000,0.003000,-0.004000,0,2.300,0.280,-0.260,0,0.205,0.025,-0.023,0,,,,,,,,,,2456980.250000,0.000000,0.000000,0,0
K2-28 b,K2-28,K2-28 b,TIC 39926974,0,CONFIRMED,Hirano et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.26044390,,,0,,,,,1.600,,,0,0.143,,,0,,,,,,,,,,2456980.250000,,,0,0
K2-28 b,K2-28,K2-28 b,TIC 39926974,0,CONFIRMED,Hirano et al. 2016,1,1,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.26026549,0.00043241,-0.00043241,0,,,,,2.726,1.410,-1.410,0,0.243,0.126,-0.126,0,,,,,,,,,,2459448.654225,0.002713,-0.002713,0,0
K2-28 b,K2-28,K2-28 b,TIC 39926974,0,CONFIRMED,Hirano et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CHEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..223C/abstract target=ref>Chen et al. 2018</a>,2.26043800,0.00000150,-0.00000150,0,0.018700,0.003000,-0.003900,0,2.450,0.280,-0.280,0,0.219,0.025,-0.025,0,,,,,,,,,,2457796.268650,0.000490,-0.000480,0,0
K2-280 b,K2-280,K2-280 b,TIC 119605900,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,19.89520200,0.00077400,-0.00075300,0,0.148800,0.001900,-0.002000,0,7.670,0.260,-0.260,0,0.684,0.023,-0.023,0,,,,,,,,,,2457327.475920,0.000990,-0.001000,0,0
K2-280 b,K2-280,K2-280 b,TIC 119605900,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,19.89464100,0.00271700,-0.00289800,0,,,,,5.555,0.448,-0.330,0,0.500,0.040,-0.030,0,,,,,,,,,,2457307.583390,0.005997,-0.005575,0,0
K2-280 b,K2-280,K2-280 b,TIC 119605900,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.4423N/abstract target=ref>Nowak et al. 2020</a>,19.89526000,0.00028000,-0.00028000,0,0.146100,0.009900,-0.009700,0,7.500,0.440,-0.440,0,0.669,0.039,-0.039,0,37.10000,5.60000,-5.60000,0,0.11673,0.01762,-0.01762,0,Mass,2457307.581140,0.000560,-0.000560,0,0
K2-280 b,K2-280,K2-280 b,TIC 119605900,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,19.89526800,0.00067600,-0.00068600,0,,,,,8.500,1.200,-1.000,0,0.760,0.110,-0.090,0,,,,,,,,,,2457327.475730,0.000940,-0.000912,0,0
K2-280 b,K2-280,K2-280 b,TIC 119605900,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,19.89531000,0.00028000,-0.00027000,0,,,,,8.010,0.390,-0.370,0,0.715,0.035,-0.033,0,,,,,,,,,,2457307.581210,0.000520,-0.000540,0,0
K2-281 b,K2-281,K2-281 b,TIC 380884458,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.68781200,0.00006300,-0.00006200,0,,,,,7.360,0.420,-0.830,0,0.657,0.037,-0.074,0,,,,,,,,,,2457393.881410,0.000300,-0.000300,0,0
K2-281 b,K2-281,K2-281 b,TIC 380884458,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,8.68770800,0.00014700,-0.00014600,0,,,,,8.100,1.100,-1.100,0,0.720,0.100,-0.100,0,,,,,,,,,,2457393.881990,0.000690,-0.000673,0,0
K2-281 b,K2-281,K2-281 b,TIC 380884458,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,8.68772100,0.00015100,-0.00015000,0,0.077300,0.000800,-0.000800,0,8.180,0.210,-0.210,0,0.730,0.019,-0.019,0,,,,,,,,,,2457393.882080,0.000730,-0.000710,0,0
K2-282 b,K2-282,K2-282 b,TIC 266030192,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.17032000,0.00017000,-0.00018000,0,,,,,3.190,0.230,-0.450,0,0.285,0.021,-0.040,0,,,,,,,,,,2457394.994600,0.001700,-0.001700,0,0
K2-282 b,K2-282,K2-282 b,TIC 266030192,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,4.16974600,0.00032500,-0.00032500,0,,,,,2.700,0.400,-0.200,0,0.240,0.040,-0.020,0,,,,,,,,,,2457395.000310,0.003868,-0.003820,0,0
K2-282 b,K2-282,K2-282 b,TIC 266030192,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.16983600,0.00027900,-0.00030000,0,0.049900,0.000600,-0.000700,0,2.820,0.140,-0.140,0,0.252,0.012,-0.012,0,,,,,,,,,,2457394.999300,0.003470,-0.003230,0,0
K2-282 b,K2-282,K2-282 b,TIC 266030192,1,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,4.16978300,0.00008900,-0.00008900,0,,,,,2.500,0.200,-0.100,0,0.223,0.018,-0.009,0,,,,,,,,,,2457457.544930,0.002500,-0.002200,0,0
K2-283 b,K2-283,K2-283 b,TIC 266017624,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,1.92103600,0.00005100,-0.00005300,0,0.029100,0.000300,-0.000300,0,3.520,0.160,-0.160,0,0.314,0.014,-0.014,0,,,,,,,,,,2457394.909010,0.001210,-0.001160,0,0
K2-283 b,K2-283,K2-283 b,TIC 266017624,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.92111100,0.00003800,-0.00003900,0,,,,,3.230,0.220,-0.620,0,0.288,0.020,-0.055,0,,,,,,,,,,2457392.986030,0.000920,-0.000890,0,0
K2-283 b,K2-283,K2-283 b,TIC 266017624,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,1.92107600,0.00004900,-0.00005000,0,,,,,3.800,0.500,-0.200,0,0.340,0.040,-0.020,0,,,,,,,,,,2457394.908120,0.001160,-0.001167,0,0
K2-284 b,K2-284,K2-284 b,TIC 5882269,0,CONFIRMED,David et al. 2018,1,1,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.79487480,0.00000650,-0.00000650,0,,,,,3.090,0.301,-0.301,0,0.276,0.027,-0.027,0,,,,,,,,,,2459542.114313,0.002293,-0.002293,0,0
K2-284 b,K2-284,K2-284 b,TIC 5882269,1,CONFIRMED,David et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..302D/abstract target=ref>David et al. 2018</a>,4.79506900,0.00008600,-0.00008600,0,0.047710,0.000250,-0.000250,0,2.780,0.140,-0.120,0,0.248,0.012,-0.011,0,,,,,,,,,,2457859.113160,0.000430,-0.000420,0,0
K2-285 b,K2-285,K2-285 b,TIC 262715204,0,CONFIRMED,Palle et al. 2019,1,4,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.47156440,0.00000590,-0.00000590,0,,,,,2.652,0.193,-0.193,0,0.237,0.017,-0.017,0,,,,,,,,,,2459468.742204,0.002364,-0.002364,0,0
K2-285 b,K2-285,K2-285 b,TIC 262715204,1,CONFIRMED,Palle et al. 2019,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,3.47174500,0.00004400,-0.00004600,0,0.038170,0.000950,-0.000920,0,2.590,0.060,-0.060,0,0.231,0.005,-0.005,0,9.68000,1.21000,-1.37000,0,0.03046,0.00381,-0.00431,0,Mass,2457743.375450,0.000510,-0.000510,0,0
K2-285 c,K2-285,K2-285 c,TIC 262715204,1,CONFIRMED,Palle et al. 2019,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,7.13804800,0.00007200,-0.00006300,0,0.082400,0.001800,-0.001800,0,3.530,0.080,-0.080,0,0.315,0.007,-0.007,0,15.68000,2.28000,-2.13000,0,0.04933,0.00717,-0.00670,0,Mass,2457744.539060,0.000390,-0.000370,0,0
K2-285 c,K2-285,K2-285 c,TIC 262715204,0,CONFIRMED,Palle et al. 2019,1,4,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.13856100,0.00001030,-0.00001030,0,,,,,3.574,0.243,-0.243,0,0.319,0.022,-0.022,0,,,,,,,,,,2459457.792170,0.002093,-0.002093,0,0
K2-285 d,K2-285,K2-285 d,TIC 262715204,1,CONFIRMED,Palle et al. 2019,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,10.45582000,0.00025000,-0.00023000,0,0.117800,0.002900,-0.002900,0,2.480,0.060,-0.060,0,0.221,0.005,-0.005,0,6.50000,,,1,0.02045,,,1,Mass,2457745.201000,0.000760,-0.000730,0,0
K2-285 e,K2-285,K2-285 e,TIC 262715204,1,CONFIRMED,Palle et al. 2019,1,4,Transit,2018,K2,Published Confirmed,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,14.76289000,0.00065000,-0.00061000,0,0.180410,0.004200,-0.004300,0,1.950,0.050,-0.050,0,0.174,0.004,-0.004,0,10.70000,,,1,0.03367,,,1,Mass,2457741.896900,0.002000,-0.002400,0,0
K2-286 b,K2-286,K2-286 b,TIC 297373047,1,CONFIRMED,D&iacute;ez Alonso et al. 2019,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5928D/abstract target=ref>D&iacute;ez Alonso et al. 2019</a>,27.35900000,0.00500000,-0.00500000,0,0.176800,0.017500,-0.020500,0,2.100,0.200,-0.200,0,0.187,0.018,-0.018,0,,,,,,,,,,2458010.417000,0.002000,-0.002000,0,0
K2-287 b,K2-287,K2-287 b,TIC 73848324,1,CONFIRMED,Jord&aacute;n et al. 2019,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..100J/abstract target=ref>Jord&aacute;n et al. 2019</a>,14.89329100,0.00002500,-0.00002500,0,0.120600,0.000800,-0.000800,0,9.494,0.146,-0.146,0,0.847,0.013,-0.013,0,100.11645,8.58141,-8.58141,0,0.31500,0.02700,-0.02700,0,Mass,2458001.721380,0.000160,-0.000160,0,0
K2-288 B b,K2-288 B,K2-288 B b,TIC 640381384,1,CONFIRMED,Feinstein et al. 2019,2,1,Transit,2018,K2,Published Confirmed,0,<a refstr=FEINSTEIN_ET_AL__2019 href=http://iopscience.iop.org/article/10.3847/1538-3881/aafa70 target=ref>Feinstein et al. 2019</a>,31.39346300,0.00006700,-0.00006900,0,0.164000,0.030000,-0.030000,0,1.900,0.300,-0.300,0,0.170,0.027,-0.027,0,,,,,,,,,,2457063.402366,0.001162,-0.001107,0,0
K2-288 B b,K2-288 B,K2-288 B b,TIC 640381384,0,CONFIRMED,Feinstein et al. 2019,2,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,31.38880000,0.00100000,-0.00110000,0,,,,,1.250,0.310,-0.430,0,0.112,0.028,-0.038,0,,,,,,,,,,2457063.408300,0.001400,-0.001400,0,0
K2-289 b,K2-289,K2-289 b,TIC 413753029,0,CONFIRMED,Livingston et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.15727000,0.00022000,-0.00021000,0,,,,,10.830,1.990,-0.750,0,0.966,0.178,-0.067,0,,,,,,,,,,2456897.143850,0.000680,-0.000710,0,0
K2-289 b,K2-289,K2-289 b,TIC 413753029,0,CONFIRMED,Livingston et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,13.15628000,0.00067000,-0.00067000,0,,,,,3.200,1.800,-1.800,0,0.290,0.160,-0.160,0,,,,,,,,,,2456897.147100,0.002200,-0.002200,0,0
K2-289 b,K2-289,K2-289 b,TIC 413753029,0,CONFIRMED,Livingston et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,13.15697400,,,0,,,,,5.190,,,0,0.463,,,0,,,,,,,,,,2456897.145000,,,0,0
K2-289 b,K2-289,K2-289 b,TIC 413753029,1,CONFIRMED,Livingston et al. 2019,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,13.15696900,0.00004700,-0.00005100,0,0.107000,0.001000,-0.001000,0,9.100,0.300,-0.300,0,0.812,0.027,-0.027,0,,,,,,,,,,2456897.143250,0.000970,-0.000940,0,0
K2-29 b,K2-29,K2-29 b,TIC 56399553,0,CONFIRMED,Santerne et al. 2016,2,1,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.25881103,0.00003331,-0.00003331,0,,,,,12.868,1.072,-1.072,0,1.148,0.096,-0.096,0,,,,,,,,,,2459502.039849,0.000331,-0.000331,0,0
K2-29 b,K2-29,K2-29 b,TIC 56399553,0,CONFIRMED,Santerne et al. 2016,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,3.25892630,0.00000150,-0.00000150,0,0.040970,0.000640,-0.000640,0,11.209,0.796,-0.751,0,1.000,0.071,-0.067,0,194.82979,8.58141,-8.26358,0,0.61300,0.02700,-0.02600,0,Mass,2457383.805460,0.000130,-0.000130,0,0
K2-29 b,K2-29,K2-29 b,TIC 56399553,0,CONFIRMED,Santerne et al. 2016,2,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.25881300,0.00000530,-0.00000580,0,,,,,11.380,0.870,-0.630,0,1.015,0.078,-0.056,0,,,,,,,,,,2457064.431700,0.000065,-0.000060,0,0
K2-29 b,K2-29,K2-29 b,TIC 56399553,1,CONFIRMED,Santerne et al. 2016,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>,3.25883210,0.00000190,-0.00000190,0,0.042170,0.000240,-0.000240,0,13.339,0.224,-0.224,0,1.190,0.020,-0.020,0,232.01590,12.71320,-12.71320,0,0.73000,0.04000,-0.04000,0,Mass,2453219.009500,0.002200,-0.002200,0,0
K2-29 b,K2-29,K2-29 b,TIC 56399553,0,CONFIRMED,Santerne et al. 2016,2,1,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,3.25919930,,,0,,,,,,,,,,,,,,,,,,,,,,2457064.426799,,,0,0
K2-29 b,K2-29,K2-29 b,TIC 56399553,0,CONFIRMED,Santerne et al. 2016,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,3.25883150,0.00000090,-0.00000090,0,,,,,,,,,,,,,,,,,,,,,,2458508.094300,0.000300,-0.000300,0,0
K2-29 b,K2-29,K2-29 b,TIC 56399553,0,CONFIRMED,Santerne et al. 2016,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,3.25882400,0.00000900,-0.00000900,0,,,,,12.056,0.649,-0.471,0,1.076,0.058,-0.042,0,,,,,,,,,,2457064.431510,0.000102,-0.000102,0,0
